Case ID,Policy Number,Client Number,Snapshot Date,Outstanding Amount,Transactions_Found,Amount_Match_Count,Post_Snapshot_Count,Valid_Match_Count,Review Result,Refund Transaction ID,Refund Amount,Refund Processed By,Refund Processed Date,Refund Reason,Automated Completion
DH000765,PET000765,CL000064,2025-05-31,142.0,0,0,0,0,No Accounting Transaction,,,,,,False
DH000766,PET000766,CL000157,2025-05-31,49.41,1,1,1,1,Confirmed Unique Match,RT000334,49.41,FIN002,2025-06-05,Customer account correction,True
DH000767,PET000767,CL000169,2025-05-31,255.64,1,1,1,1,Confirmed Unique Match,RT000217,255.64,DH001,2025-06-16,Refund due following policy review,True
DH000768,PET000768,CL000053,2025-05-31,61.04,0,0,0,0,No Accounting Transaction,,,,,,False
DH000769,PET000769,CL000127,2025-05-31,17.41,1,1,1,1,Confirmed Unique Match,RT000358,17.41,FIN002,2025-06-02,Missed cancellation refund,True
DH000770,PET000770,CL000101,2025-05-31,59.4,0,0,0,0,No Accounting Transaction,,,,,,False
DH000771,PET000771,CL000097,2025-05-31,14.41,0,0,0,0,No Accounting Transaction,,,,,,False
DH000772,PET000772,CL000003,2025-05-31,121.28,0,0,0,0,No Accounting Transaction,,,,,,False
DH000773,PET000773,CL000085,2025-05-31,19.76,0,0,0,0,No Accounting Transaction,,,,,,False
DH000774,PET000774,CL000058,2025-05-31,4.56,1,1,1,1,Confirmed Unique Match,RT000272,4.56,DH001,2025-06-30,Missed cancellation refund,True
DH000775,PET000775,CL000029,2025-05-31,48.26,0,0,0,0,No Accounting Transaction,,,,,,False
DH000776,PET000776,CL000154,2025-05-31,27.02,0,0,0,0,No Accounting Transaction,,,,,,False
DH000777,PET000777,CL000183,2025-05-31,89.44,0,0,0,0,No Accounting Transaction,,,,,,False
DH000778,PET000778,CL000029,2025-05-31,48.38,0,0,0,0,No Accounting Transaction,,,,,,False
DH000779,PET000779,CL000163,2025-05-31,42.09,0,0,0,0,No Accounting Transaction,,,,,,False
DH000780,PET000780,CL000184,2025-05-31,33.12,0,0,0,0,No Accounting Transaction,,,,,,False
DH000781,PET000781,CL000035,2025-05-31,111.92,0,0,0,0,No Accounting Transaction,,,,,,False
DH000782,PET000782,CL000054,2025-05-31,52.8,0,0,0,0,No Accounting Transaction,,,,,,False
DH000783,PET000783,CL000149,2025-05-31,8.46,0,0,0,0,No Accounting Transaction,,,,,,False
DH000784,PET000784,CL000047,2025-05-31,15.61,0,0,0,0,No Accounting Transaction,,,,,,False
DH000785,PET000785,CL000165,2025-05-31,7.64,0,0,0,0,No Accounting Transaction,,,,,,False
DH000786,PET000786,CL000041,2025-05-31,13.69,0,0,0,0,No Accounting Transaction,,,,,,False
DH000787,PET000787,CL000178,2025-05-31,22.53,0,0,0,0,No Accounting Transaction,,,,,,False
DH000788,PET000788,CL000020,2025-05-31,41.15,0,0,0,0,No Accounting Transaction,,,,,,False
DH000789,PET000789,CL000009,2025-05-31,13.41,0,0,0,0,No Accounting Transaction,,,,,,False
DH000790,PET000790,CL000073,2025-05-31,200.05,0,0,0,0,No Accounting Transaction,,,,,,False
DH000791,PET000791,CL000007,2025-05-31,25.29,1,1,1,1,Confirmed Unique Match,RT000009,25.29,DH001,2025-06-09,Refund due following policy review,True
DH000792,PET000792,CL000056,2025-05-31,82.71,1,1,1,1,Confirmed Unique Match,RT000347,82.71,FIN002,2025-06-05,Customer account correction,True
DH000793,PET000793,CL000011,2025-05-31,88.71,0,0,0,0,No Accounting Transaction,,,,,,False
DH000794,PET000794,CL000197,2025-05-31,77.36,0,0,0,0,No Accounting Transaction,,,,,,False
DH000795,PET000795,CL000094,2025-05-31,12.85,0,0,0,0,No Accounting Transaction,,,,,,False
DH000796,PET000796,CL000146,2025-05-31,24.55,1,1,1,1,Confirmed Unique Match,RT000457,24.55,DH001,2025-06-13,Customer account correction,True
DH000797,PET000797,CL000106,2025-05-31,20.52,0,0,0,0,No Accounting Transaction,,,,,,False
DH000798,PET000798,CL000027,2025-05-31,16.34,0,0,0,0,No Accounting Transaction,,,,,,False
DH000799,PET000799,CL000047,2025-05-31,95.87,0,0,0,0,No Accounting Transaction,,,,,,False
DH000800,PET000800,CL000122,2025-05-31,4.82,1,1,1,1,Confirmed Unique Match,RT000294,4.82,DH002,2025-06-25,Missed cancellation refund,True
DH000801,PET000801,CL000093,2025-05-31,98.93,0,0,0,0,No Accounting Transaction,,,,,,False
DH000802,PET000802,CL000077,2025-05-31,72.58,0,0,0,0,No Accounting Transaction,,,,,,False
DH000803,PET000803,CL000090,2025-05-31,196.33,0,0,0,0,No Accounting Transaction,,,,,,False
DH000804,PET000804,CL000153,2025-05-31,38.91,0,0,0,0,No Accounting Transaction,,,,,,False
DH000805,PET000805,CL000173,2025-06-30,30.83,1,1,0,0,Refund Not After Snapshot,,,,,,False
DH000806,PET000806,CL000049,2025-06-30,31.85,0,0,0,0,No Accounting Transaction,,,,,,False
DH000807,PET000807,CL000032,2025-06-30,82.45,0,0,0,0,No Accounting Transaction,,,,,,False
DH000808,PET000808,CL000046,2025-06-30,16.51,0,0,0,0,No Accounting Transaction,,,,,,False
DH000809,PET000809,CL000026,2025-06-30,261.19,1,1,1,1,Confirmed Unique Match,RT000163,261.19,DH002,2025-07-02,Customer account correction,True
DH000810,PET000810,CL000149,2025-06-30,83.39,0,0,0,0,No Accounting Transaction,,,,,,False
DH000811,PET000811,CL000090,2025-06-30,282.81,1,1,1,1,Confirmed Unique Match,RT000251,282.81,DH001,2025-07-29,Missed cancellation refund,True
DH000812,PET000812,CL000068,2025-06-30,46.11,0,0,0,0,No Accounting Transaction,,,,,,False
DH000813,PET000813,CL000190,2025-06-30,23.41,1,1,1,1,Confirmed Unique Match,RT000423,23.41,FIN002,2025-07-14,Refund due following policy review,True
DH000814,PET000814,CL000033,2025-06-30,178.09,0,0,0,0,No Accounting Transaction,,,,,,False
DH000815,PET000815,CL000101,2025-06-30,81.37,1,1,0,0,Refund Not After Snapshot,,,,,,False
DH000816,PET000816,CL000182,2025-06-30,48.9,0,0,0,0,No Accounting Transaction,,,,,,False
DH000817,PET000817,CL000168,2025-06-30,64.85,0,0,0,0,No Accounting Transaction,,,,,,False
DH000818,PET000818,CL000164,2025-06-30,273.39,0,0,0,0,No Accounting Transaction,,,,,,False
DH000819,PET000819,CL000054,2025-06-30,29.65,1,1,1,1,Confirmed Unique Match,RT000144,29.65,DH002,2025-07-15,Customer account correction,True
DH000820,PET000820,CL000042,2025-06-30,10.42,0,0,0,0,No Accounting Transaction,,,,,,False
DH000821,PET000821,CL000140,2025-06-30,5.46,0,0,0,0,No Accounting Transaction,,,,,,False
DH000822,PET000822,CL000008,2025-06-30,18.8,0,0,0,0,No Accounting Transaction,,,,,,False
DH000823,PET000823,CL000191,2025-06-30,71.81,0,0,0,0,No Accounting Transaction,,,,,,False
DH000824,PET000824,CL000197,2025-06-30,16.63,0,0,0,0,No Accounting Transaction,,,,,,False
DH000825,PET000825,CL000099,2025-06-30,32.69,0,0,0,0,No Accounting Transaction,,,,,,False
DH000826,PET000826,CL000166,2025-06-30,206.1,0,0,0,0,No Accounting Transaction,,,,,,False
DH000827,PET000827,CL000032,2025-06-30,7.04,0,0,0,0,No Accounting Transaction,,,,,,False
DH000828,PET000828,CL000135,2025-06-30,32.44,0,0,0,0,No Accounting Transaction,,,,,,False
DH000829,PET000829,CL000013,2025-06-30,74.94,0,0,0,0,No Accounting Transaction,,,,,,False
DH000830,PET000830,CL000165,2025-06-30,78.79,0,0,0,0,No Accounting Transaction,,,,,,False
DH000831,PET000831,CL000018,2025-06-30,43.2,1,1,1,1,Confirmed Unique Match,RT000128,43.2,FIN002,2025-07-12,Refund due following policy review,True
DH000832,PET000832,CL000117,2025-06-30,35.65,1,1,0,0,Refund Not After Snapshot,,,,,,False
DH000833,PET000833,CL000177,2025-06-30,61.32,0,0,0,0,No Accounting Transaction,,,,,,False
DH000834,PET000834,CL000029,2025-06-30,3.39,0,0,0,0,No Accounting Transaction,,,,,,False
DH000835,PET000835,CL000082,2025-06-30,87.65,0,0,0,0,No Accounting Transaction,,,,,,False
DH000836,PET000836,CL000126,2025-06-30,164.39,0,0,0,0,No Accounting Transaction,,,,,,False
DH000837,PET000837,CL000166,2025-06-30,60.3,0,0,0,0,No Accounting Transaction,,,,,,False
DH000838,PET000838,CL000195,2025-06-30,44.34,0,0,0,0,No Accounting Transaction,,,,,,False
DH000839,PET000839,CL000099,2025-06-30,273.57,1,0,1,0,Amount Mismatch,,,,,,False
DH000840,PET000840,CL000028,2025-06-30,62.04,1,1,1,1,Confirmed Unique Match,RT000086,62.04,FIN001,2025-07-28,Customer account correction,True
DH000841,PET000841,CL000022,2025-06-30,18.49,0,0,0,0,No Accounting Transaction,,,,,,False
DH000842,PET000842,CL000049,2025-06-30,33.77,1,1,1,1,Confirmed Unique Match,RT000180,33.77,FIN001,2025-07-29,Missed cancellation refund,True
DH000843,PET000843,CL000010,2025-06-30,19.56,1,1,1,1,Confirmed Unique Match,RT000467,19.56,DH001,2025-07-19,Refund due following policy review,True
DH000844,PET000844,CL000044,2025-06-30,67.39,1,1,1,1,Confirmed Unique Match,RT000142,67.39,DH001,2025-07-28,Premium collected after cancellation,True
DH000845,PET000845,CL000062,2025-06-30,37.26,0,0,0,0,No Accounting Transaction,,,,,,False
DH000846,PET000846,CL000195,2025-06-30,79.7,0,0,0,0,No Accounting Transaction,,,,,,False
DH000847,PET000847,CL000059,2025-06-30,16.7,1,1,1,1,Confirmed Unique Match,RT000205,16.7,DH002,2025-07-04,Refund due following policy review,True
DH000848,PET000848,CL000094,2025-06-30,43.11,0,0,0,0,No Accounting Transaction,,,,,,False
DH000849,PET000849,CL000057,2025-06-30,57.09,0,0,0,0,No Accounting Transaction,,,,,,False
DH000850,PET000850,CL000071,2025-06-30,83.94,0,0,0,0,No Accounting Transaction,,,,,,False
DH000851,PET000851,CL000071,2025-06-30,11.65,0,0,0,0,No Accounting Transaction,,,,,,False
DH000852,PET000852,CL000003,2025-06-30,37.42,0,0,0,0,No Accounting Transaction,,,,,,False
DH000853,PET000853,CL000073,2025-06-30,56.18,0,0,0,0,No Accounting Transaction,,,,,,False
DH000854,PET000854,CL000197,2025-06-30,48.15,0,0,0,0,No Accounting Transaction,,,,,,False
DH000855,PET000855,CL000064,2025-06-30,81.86,0,0,0,0,No Accounting Transaction,,,,,,False
DH000856,PET000856,CL000149,2025-06-30,7.79,0,0,0,0,No Accounting Transaction,,,,,,False
DH000857,PET000857,CL000112,2025-06-30,5.5,0,0,0,0,No Accounting Transaction,,,,,,False
DH000858,PET000858,CL000144,2025-06-30,7.78,0,0,0,0,No Accounting Transaction,,,,,,False
DH000859,PET000859,CL000101,2025-06-30,6.87,0,0,0,0,No Accounting Transaction,,,,,,False
DH000860,PET000860,CL000075,2025-06-30,37.63,1,1,1,1,Confirmed Unique Match,RT000451,37.63,FIN002,2025-07-03,Premium collected after cancellation,True
DH000861,PET000861,CL000035,2025-06-30,37.03,1,1,1,1,Confirmed Unique Match,RT000311,37.03,FIN001,2025-07-02,Refund due following policy review,True
DH000862,PET000862,CL000040,2025-06-30,56.06,0,0,0,0,No Accounting Transaction,,,,,,False
DH000863,PET000863,CL000061,2025-06-30,77.34,2,2,2,2,Multiple Valid Matches,,,,,,False
DH000864,PET000864,CL000044,2025-06-30,37.99,1,1,1,1,Confirmed Unique Match,RT000298,37.99,DH002,2025-07-14,Refund due following policy review,True
DH000865,PET000865,CL000109,2025-06-30,3.19,0,0,0,0,No Accounting Transaction,,,,,,False
DH000866,PET000866,CL000071,2025-06-30,2.0,0,0,0,0,No Accounting Transaction,,,,,,False
DH000867,PET000867,CL000118,2025-06-30,89.34,0,0,0,0,No Accounting Transaction,,,,,,False
DH000868,PET000868,CL000169,2025-06-30,38.34,0,0,0,0,No Accounting Transaction,,,,,,False
DH000869,PET000869,CL000018,2025-06-30,8.59,0,0,0,0,No Accounting Transaction,,,,,,False
DH000870,PET000870,CL000027,2025-06-30,58.71,0,0,0,0,No Accounting Transaction,,,,,,False
DH000871,PET000871,CL000096,2025-06-30,92.04,1,1,0,0,Refund Not After Snapshot,,,,,,False
DH000872,PET000872,CL000113,2025-06-30,61.28,0,0,0,0,No Accounting Transaction,,,,,,False
DH000873,PET000873,CL000036,2025-06-30,67.98,0,0,0,0,No Accounting Transaction,,,,,,False
DH000874,PET000874,CL000144,2025-06-30,90.08,0,0,0,0,No Accounting Transaction,,,,,,False
DH000875,PET000875,CL000139,2025-06-30,18.97,0,0,0,0,No Accounting Transaction,,,,,,False
DH000876,PET000876,CL000020,2025-06-30,19.66,1,1,1,1,Confirmed Unique Match,RT000051,19.66,FIN002,2025-07-25,Refund due following policy review,True
DH000877,PET000877,CL000168,2025-06-30,3.71,0,0,0,0,No Accounting Transaction,,,,,,False
DH000878,PET000878,CL000061,2025-06-30,42.23,0,0,0,0,No Accounting Transaction,,,,,,False
DH000879,PET000879,CL000142,2025-06-30,15.19,0,0,0,0,No Accounting Transaction,,,,,,False
DH000880,PET000880,CL000059,2025-06-30,1.03,0,0,0,0,No Accounting Transaction,,,,,,False
DH000881,PET000881,CL000197,2025-06-30,15.02,0,0,0,0,No Accounting Transaction,,,,,,False
DH000882,PET000882,CL000015,2025-06-30,13.69,0,0,0,0,No Accounting Transaction,,,,,,False
DH000883,PET000883,CL000020,2025-06-30,4.67,0,0,0,0,No Accounting Transaction,,,,,,False
DH000884,PET000884,CL000140,2025-06-30,38.21,0,0,0,0,No Accounting Transaction,,,,,,False
DH000885,PET000885,CL000168,2025-06-30,45.72,0,0,0,0,No Accounting Transaction,,,,,,False
DH000886,PET000886,CL000036,2025-06-30,76.05,0,0,0,0,No Accounting Transaction,,,,,,False
DH000887,PET000887,CL000006,2025-06-30,11.36,0,0,0,0,No Accounting Transaction,,,,,,False
DH000888,PET000888,CL000012,2025-06-30,25.18,0,0,0,0,No Accounting Transaction,,,,,,False
DH000889,PET000889,CL000087,2025-06-30,281.49,0,0,0,0,No Accounting Transaction,,,,,,False
DH000890,PET000890,CL000189,2025-06-30,90.37,0,0,0,0,No Accounting Transaction,,,,,,False
DH000891,PET000891,CL000120,2025-06-30,96.23,1,1,1,1,Confirmed Unique Match,RT000350,96.23,DH001,2025-07-19,Refund due following policy review,True
DH000892,PET000892,CL000010,2025-06-30,68.09,0,0,0,0,No Accounting Transaction,,,,,,False
DH000893,PET000893,CL000119,2025-06-30,0.58,0,0,0,0,No Accounting Transaction,,,,,,False
DH000894,PET000894,CL000017,2025-06-30,20.33,0,0,0,0,No Accounting Transaction,,,,,,False
DH000895,PET000895,CL000168,2025-06-30,7.0,0,0,0,0,No Accounting Transaction,,,,,,False
DH000896,PET000896,CL000091,2025-06-30,11.8,0,0,0,0,No Accounting Transaction,,,,,,False
DH000897,PET000897,CL000165,2025-06-30,21.33,0,0,0,0,No Accounting Transaction,,,,,,False
DH000898,PET000898,CL000039,2025-06-30,105.12,0,0,0,0,No Accounting Transaction,,,,,,False
DH000899,PET000899,CL000039,2025-06-30,49.91,0,0,0,0,No Accounting Transaction,,,,,,False
DH000900,PET000900,CL000169,2025-06-30,27.65,0,0,0,0,No Accounting Transaction,,,,,,False
DH000901,PET000901,CL000030,2025-06-30,72.26,0,0,0,0,No Accounting Transaction,,,,,,False
DH000902,PET000902,CL000059,2025-06-30,26.76,1,0,1,0,Amount Mismatch,,,,,,False
DH000903,PET000903,CL000067,2025-06-30,67.09,0,0,0,0,No Accounting Transaction,,,,,,False
DH000904,PET000904,CL000004,2025-06-30,26.75,0,0,0,0,No Accounting Transaction,,,,,,False
DH000905,PET000905,CL000034,2025-06-30,31.18,1,1,1,1,Confirmed Unique Match,RT000182,31.18,DH001,2025-07-05,Customer account correction,True
DH000906,PET000906,CL000152,2025-06-30,55.4,0,0,0,0,No Accounting Transaction,,,,,,False
DH000907,PET000907,CL000112,2025-06-30,29.09,0,0,0,0,No Accounting Transaction,,,,,,False
DH000908,PET000908,CL000083,2025-06-30,30.35,0,0,0,0,No Accounting Transaction,,,,,,False
DH000909,PET000909,CL000110,2025-06-30,25.37,0,0,0,0,No Accounting Transaction,,,,,,False
DH000910,PET000910,CL000043,2025-06-30,3.1,0,0,0,0,No Accounting Transaction,,,,,,False
DH000911,PET000911,CL000037,2025-06-30,5.75,0,0,0,0,No Accounting Transaction,,,,,,False
DH000912,PET000912,CL000147,2025-06-30,27.8,0,0,0,0,No Accounting Transaction,,,,,,False
DH000913,PET000913,CL000072,2025-06-30,55.83,0,0,0,0,No Accounting Transaction,,,,,,False
DH000914,PET000914,CL000019,2025-06-30,65.75,1,1,1,1,Confirmed Unique Match,RT000110,65.75,FIN001,2025-07-26,Missed cancellation refund,True
DH000915,PET000915,CL000161,2025-06-30,1.8,0,0,0,0,No Accounting Transaction,,,,,,False
DH000916,PET000916,CL000023,2025-06-30,271.43,0,0,0,0,No Accounting Transaction,,,,,,False
DH000917,PET000917,CL000068,2025-06-30,81.56,0,0,0,0,No Accounting Transaction,,,,,,False
DH000918,PET000918,CL000162,2025-06-30,24.29,1,1,1,1,Confirmed Unique Match,RT000087,24.29,DH001,2025-07-21,Customer account correction,True
DH000919,PET000919,CL000082,2025-06-30,67.39,0,0,0,0,No Accounting Transaction,,,,,,False
DH000920,PET000920,CL000105,2025-06-30,7.83,0,0,0,0,No Accounting Transaction,,,,,,False
DH000921,PET000921,CL000012,2025-06-30,26.4,0,0,0,0,No Accounting Transaction,,,,,,False
DH000922,PET000922,CL000006,2025-06-30,104.23,0,0,0,0,No Accounting Transaction,,,,,,False
DH000923,PET000923,CL000041,2025-06-30,69.78,0,0,0,0,No Accounting Transaction,,,,,,False
DH000924,PET000924,CL000006,2025-06-30,76.33,0,0,0,0,No Accounting Transaction,,,,,,False
DH000925,PET000925,CL000097,2025-06-30,56.57,0,0,0,0,No Accounting Transaction,,,,,,False
DH000926,PET000926,CL000139,2025-06-30,57.6,0,0,0,0,No Accounting Transaction,,,,,,False
DH000927,PET000927,CL000118,2025-06-30,20.58,0,0,0,0,No Accounting Transaction,,,,,,False
DH000928,PET000928,CL000137,2025-06-30,25.3,0,0,0,0,No Accounting Transaction,,,,,,False
DH000929,PET000929,CL000123,2025-06-30,35.72,1,1,1,1,Confirmed Unique Match,RT000472,35.72,FIN002,2025-07-13,Refund due following policy review,True
DH000930,PET000930,CL000122,2025-06-30,43.59,0,0,0,0,No Accounting Transaction,,,,,,False
DH000931,PET000931,CL000154,2025-06-30,10.23,1,1,1,1,Confirmed Unique Match,RT000455,10.23,FIN001,2025-07-24,Refund due following policy review,True
DH000932,PET000932,CL000190,2025-06-30,116.3,1,1,1,1,Confirmed Unique Match,RT000139,116.3,DH002,2025-07-24,Refund due following policy review,True
DH000933,PET000933,CL000010,2025-06-30,74.76,0,0,0,0,No Accounting Transaction,,,,,,False
DH000934,PET000934,CL000174,2025-06-30,22.9,0,0,0,0,No Accounting Transaction,,,,,,False
DH000935,PET000935,CL000155,2025-06-30,28.52,0,0,0,0,No Accounting Transaction,,,,,,False
DH000936,PET000936,CL000018,2025-06-30,101.13,0,0,0,0,No Accounting Transaction,,,,,,False
DH000937,PET000937,CL000144,2025-06-30,67.25,0,0,0,0,No Accounting Transaction,,,,,,False
DH000938,PET000938,CL000066,2025-06-30,35.67,0,0,0,0,No Accounting Transaction,,,,,,False
DH000939,PET000939,CL000099,2025-06-30,40.88,0,0,0,0,No Accounting Transaction,,,,,,False
DH000940,PET000940,CL000158,2025-06-30,2.07,0,0,0,0,No Accounting Transaction,,,,,,False
DH000941,PET000941,CL000195,2025-06-30,5.82,0,0,0,0,No Accounting Transaction,,,,,,False
DH000942,PET000942,CL000072,2025-06-30,92.0,1,1,1,1,Confirmed Unique Match,RT000382,92.0,FIN002,2025-07-26,Premium collected after cancellation,True
DH000943,PET000943,CL000094,2025-06-30,88.54,0,0,0,0,No Accounting Transaction,,,,,,False
DH000944,PET000944,CL000050,2025-06-30,3.45,1,1,1,1,Confirmed Unique Match,RT000161,3.45,FIN002,2025-07-06,Refund due following policy review,True
DH000945,PET000945,CL000012,2025-06-30,240.86,0,0,0,0,No Accounting Transaction,,,,,,False
DH000946,PET000946,CL000166,2025-06-30,90.37,1,1,1,1,Confirmed Unique Match,RT000106,90.37,FIN002,2025-07-17,Missed cancellation refund,True
DH000947,PET000947,CL000015,2025-06-30,38.43,1,1,1,1,Confirmed Unique Match,RT000371,38.43,DH002,2025-07-14,Customer account correction,True
DH000948,PET000948,CL000082,2025-06-30,58.47,0,0,0,0,No Accounting Transaction,,,,,,False
DH000949,PET000949,CL000017,2025-06-30,40.45,0,0,0,0,No Accounting Transaction,,,,,,False
DH000950,PET000950,CL000001,2025-06-30,32.43,0,0,0,0,No Accounting Transaction,,,,,,False
DH000951,PET000951,CL000161,2025-06-30,253.35,0,0,0,0,No Accounting Transaction,,,,,,False
DH000952,PET000952,CL000049,2025-06-30,86.91,0,0,0,0,No Accounting Transaction,,,,,,False
DH000953,PET000953,CL000052,2025-06-30,21.8,0,0,0,0,No Accounting Transaction,,,,,,False
DH000954,PET000954,CL000162,2025-06-30,58.53,1,1,1,1,Confirmed Unique Match,RT000041,58.53,DH001,2025-07-22,Refund due following policy review,True
DH000955,PET000955,CL000074,2025-06-30,37.99,0,0,0,0,No Accounting Transaction,,,,,,False
DH000956,PET000956,CL000048,2025-06-30,28.7,0,0,0,0,No Accounting Transaction,,,,,,False
DH000957,PET000957,CL000108,2025-06-30,23.47,1,1,0,0,Refund Not After Snapshot,,,,,,False
DH000958,PET000958,CL000152,2025-06-30,27.4,0,0,0,0,No Accounting Transaction,,,,,,False
DH000959,PET000959,CL000130,2025-06-30,4.55,0,0,0,0,No Accounting Transaction,,,,,,False
DH000960,PET000960,CL000051,2025-06-30,213.6,1,1,1,1,Confirmed Unique Match,RT000247,213.6,FIN002,2025-07-16,Customer account correction,True
DH000961,PET000961,CL000001,2025-06-30,60.03,0,0,0,0,No Accounting Transaction,,,,,,False
DH000962,PET000962,CL000002,2025-06-30,23.8,0,0,0,0,No Accounting Transaction,,,,,,False
DH000963,PET000963,CL000033,2025-06-30,47.41,0,0,0,0,No Accounting Transaction,,,,,,False
DH000964,PET000964,CL000151,2025-06-30,8.91,1,1,1,1,Confirmed Unique Match,RT000071,8.91,FIN002,2025-07-29,Refund due following policy review,True
DH000965,PET000965,CL000036,2025-06-30,11.78,0,0,0,0,No Accounting Transaction,,,,,,False
DH000966,PET000966,CL000108,2025-06-30,25.93,0,0,0,0,No Accounting Transaction,,,,,,False
DH000967,PET000967,CL000033,2025-06-30,25.37,0,0,0,0,No Accounting Transaction,,,,,,False
DH000968,PET000968,CL000155,2025-06-30,95.41,0,0,0,0,No Accounting Transaction,,,,,,False
DH000969,PET000969,CL000021,2025-06-30,23.49,0,0,0,0,No Accounting Transaction,,,,,,False
DH000970,PET000970,CL000013,2025-06-30,84.32,0,0,0,0,No Accounting Transaction,,,,,,False
DH000971,PET000971,CL000163,2025-06-30,1.56,0,0,0,0,No Accounting Transaction,,,,,,False
DH000972,PET000972,CL000071,2025-06-30,28.33,0,0,0,0,No Accounting Transaction,,,,,,False
DH000973,PET000973,CL000026,2025-06-30,49.21,0,0,0,0,No Accounting Transaction,,,,,,False
DH000974,PET000974,CL000111,2025-06-30,258.73,0,0,0,0,No Accounting Transaction,,,,,,False
DH000975,PET000975,CL000112,2025-07-31,37.56,0,0,0,0,No Accounting Transaction,,,,,,False
DH000976,PET000976,CL000107,2025-07-31,63.75,0,0,0,0,No Accounting Transaction,,,,,,False
DH000977,PET000977,CL000156,2025-07-31,79.4,0,0,0,0,No Accounting Transaction,,,,,,False
DH000978,PET000978,CL000114,2025-07-31,44.18,1,1,1,1,Confirmed Unique Match,RT000223,44.18,FIN001,2025-08-26,Customer account correction,True
DH000979,PET000979,CL000089,2025-07-31,7.61,0,0,0,0,No Accounting Transaction,,,,,,False
DH000980,PET000980,CL000196,2025-07-31,9.75,0,0,0,0,No Accounting Transaction,,,,,,False
DH000981,PET000981,CL000025,2025-07-31,18.46,0,0,0,0,No Accounting Transaction,,,,,,False
DH000982,PET000982,CL000162,2025-07-31,8.91,0,0,0,0,No Accounting Transaction,,,,,,False
DH000983,PET000983,CL000041,2025-07-31,135.53,0,0,0,0,No Accounting Transaction,,,,,,False
DH000984,PET000984,CL000108,2025-07-31,35.46,0,0,0,0,No Accounting Transaction,,,,,,False
DH000985,PET000985,CL000064,2025-07-31,35.02,0,0,0,0,No Accounting Transaction,,,,,,False
DH000986,PET000986,CL000095,2025-07-31,61.97,0,0,0,0,No Accounting Transaction,,,,,,False
DH000987,PET000987,CL000114,2025-07-31,259.35,0,0,0,0,No Accounting Transaction,,,,,,False
DH000988,PET000988,CL000018,2025-07-31,0.81,0,0,0,0,No Accounting Transaction,,,,,,False
DH000989,PET000989,CL000199,2025-07-31,99.46,0,0,0,0,No Accounting Transaction,,,,,,False
DH000990,PET000990,CL000184,2025-07-31,225.86,0,0,0,0,No Accounting Transaction,,,,,,False
DH000991,PET000991,CL000094,2025-07-31,23.6,0,0,0,0,No Accounting Transaction,,,,,,False
DH000992,PET000992,CL000063,2025-07-31,67.13,0,0,0,0,No Accounting Transaction,,,,,,False
DH000993,PET000993,CL000074,2025-07-31,8.86,0,0,0,0,No Accounting Transaction,,,,,,False
DH000994,PET000994,CL000040,2025-07-31,84.76,0,0,0,0,No Accounting Transaction,,,,,,False
DH000995,PET000995,CL000185,2025-07-31,44.81,0,0,0,0,No Accounting Transaction,,,,,,False
DH000996,PET000996,CL000125,2025-07-31,93.54,0,0,0,0,No Accounting Transaction,,,,,,False
DH000997,PET000997,CL000031,2025-07-31,67.83,0,0,0,0,No Accounting Transaction,,,,,,False
DH000998,PET000998,CL000085,2025-07-31,20.87,0,0,0,0,No Accounting Transaction,,,,,,False
DH000999,PET000999,CL000066,2025-07-31,59.14,0,0,0,0,No Accounting Transaction,,,,,,False
DH001000,PET001000,CL000188,2025-07-31,53.19,1,1,1,1,Confirmed Unique Match,RT000255,53.19,FIN001,2025-08-17,Refund due following policy review,True
DH001001,PET001001,CL000014,2025-07-31,35.36,1,1,1,1,Confirmed Unique Match,RT000343,35.36,FIN001,2025-08-28,Missed cancellation refund,True
DH001002,PET001002,CL000029,2025-07-31,72.14,1,1,1,1,Confirmed Unique Match,RT000266,72.14,FIN001,2025-08-24,Missed cancellation refund,True
DH001003,PET001003,CL000162,2025-07-31,30.3,1,1,1,1,Confirmed Unique Match,RT000036,30.3,DH001,2025-08-05,Refund due following policy review,True
DH001004,PET001004,CL000194,2025-07-31,197.52,0,0,0,0,No Accounting Transaction,,,,,,False
DH001005,PET001005,CL000164,2025-07-31,91.13,0,0,0,0,No Accounting Transaction,,,,,,False
DH001006,PET001006,CL000147,2025-07-31,66.2,1,0,1,0,Amount Mismatch,,,,,,False
DH001007,PET001007,CL000186,2025-07-31,47.31,1,1,1,1,Confirmed Unique Match,RT000067,47.31,FIN002,2025-08-07,Customer account correction,True
DH001008,PET001008,CL000101,2025-07-31,50.29,0,0,0,0,No Accounting Transaction,,,,,,False
DH001009,PET001009,CL000181,2025-07-31,36.49,0,0,0,0,No Accounting Transaction,,,,,,False
DH001010,PET001010,CL000071,2025-07-31,2.81,0,0,0,0,No Accounting Transaction,,,,,,False
DH001011,PET001011,CL000064,2025-07-31,34.27,0,0,0,0,No Accounting Transaction,,,,,,False
DH001012,PET001012,CL000199,2025-07-31,91.22,0,0,0,0,No Accounting Transaction,,,,,,False
DH001013,PET001013,CL000170,2025-07-31,31.25,0,0,0,0,No Accounting Transaction,,,,,,False
DH001014,PET001014,CL000055,2025-07-31,28.74,0,0,0,0,No Accounting Transaction,,,,,,False
DH001015,PET001015,CL000102,2025-07-31,89.91,0,0,0,0,No Accounting Transaction,,,,,,False
