Case ID,Policy Number,Client Number,Outstanding Amount,Cancellation Status,Date Added,Reporting Date,Case Status,Completion Date,Completed By,Final Outcome,Case Age Days
DH000548,PET000548,CL000083,6.11,Cancelled,2025-05-15,2025-05-16,Open,,,,1
DH000549,PET000549,CL000092,12.27,Void,2025-05-15,2025-05-16,Open,,,,1
DH000550,PET000550,CL000010,44.54,Cancelled,2025-05-15,2025-05-16,Open,,,,1
DH000551,PET000551,CL000100,13.92,Cancelled,2025-05-15,2025-05-16,Open,,,,1
DH000552,PET000552,CL000020,76.8,Cancelled,2025-05-15,2025-05-16,Open,,,,1
DH000553,PET000553,CL000152,12.7,Cancelled,2025-05-15,2025-05-16,Open,,,,1
DH000554,PET000554,CL000111,65.67,Void,2025-05-15,2025-05-16,Open,,,,1
DH000555,PET000555,CL000128,48.49,Void,2025-05-15,2025-05-16,Open,,,,1
DH000556,PET000556,CL000119,1.93,Void,2025-05-15,2025-05-16,Open,,,,1
DH000557,PET000557,CL000074,62.83,Cancelled,2025-05-15,2025-05-16,Open,,,,1
DH000558,PET000558,CL000112,46.23,Cancelled,2025-05-15,2025-05-16,Open,,,,1
DH000559,PET000559,CL000125,52.78,Void,2025-05-15,2025-05-16,Open,,,,1
DH000560,PET000560,CL000024,43.59,Void,2025-05-15,2025-05-16,Open,,,,1
DH000561,PET000561,CL000024,14.9,Void,2025-05-15,2025-05-16,Open,,,,1
DH000562,PET000562,CL000028,48.8,Cancelled,2025-05-15,2025-05-16,Open,,,,1
DH000563,PET000563,CL000064,275.89,Void,2025-05-15,2025-05-16,Open,,,,1
DH000564,PET000564,CL000190,97.04,Cancelled,2025-05-15,2025-05-16,Open,,,,1
DH000565,PET000565,CL000176,8.74,Void,2025-05-15,2025-05-16,Open,,,,1
DH000566,PET000566,CL000194,18.42,Cancelled,2025-05-15,2025-05-16,Open,,,,1
DH000567,PET000567,CL000126,26.52,Cancelled,2025-05-15,2025-05-16,Open,,,,1
DH000568,PET000568,CL000141,72.67,Cancelled,2025-05-15,2025-05-16,Open,,,,1
DH000569,PET000569,CL000081,14.44,Void,2025-05-15,2025-05-16,Open,,,,1
DH000570,PET000570,CL000123,56.68,Cancelled,2025-05-15,2025-05-16,Open,,,,1
DH000571,PET000571,CL000147,47.92,Void,2025-05-15,2025-05-16,Open,,,,1
DH000572,PET000572,CL000044,6.37,Void,2025-05-15,2025-05-16,Open,,,,1
DH000573,PET000573,CL000117,74.71,Cancelled,2025-05-15,2025-05-16,Open,,,,1
DH000574,PET000574,CL000056,156.6,Void,2025-05-15,2025-05-16,Open,,,,1
DH000575,PET000575,CL000150,72.91,Cancelled,2025-05-15,2025-05-16,Open,,,,1
DH000576,PET000576,CL000066,5.79,Cancelled,2025-05-15,2025-05-16,Open,,,,1
DH000577,PET000577,CL000034,211.92,Void,2025-05-15,2025-05-16,Open,,,,1
DH000578,PET000578,CL000136,20.42,Void,2025-05-15,2025-05-16,Open,,,,1
DH000579,PET000579,CL000195,203.4,Cancelled,2025-05-15,2025-05-16,Open,,,,1
DH000580,PET000580,CL000049,2.68,Void,2025-05-15,2025-05-16,Open,,,,1
DH000581,PET000581,CL000182,28.32,Cancelled,2025-05-15,2025-05-16,Open,,,,1
DH000582,PET000582,CL000145,79.29,Cancelled,2025-05-15,2025-05-16,Open,,,,1
DH000583,PET000583,CL000007,49.25,Cancelled,2025-05-15,2025-05-16,Open,,,,1
DH000584,PET000584,CL000069,10.24,Void,2025-05-15,2025-05-16,Open,,,,1
DH000585,PET000585,CL000034,11.96,Cancelled,2025-05-15,2025-05-16,Open,,,,1
DH000586,PET000586,CL000198,54.47,Void,2025-05-15,2025-05-16,Open,,,,1
DH000587,PET000587,CL000111,96.09,Void,2025-05-15,2025-05-16,Open,,,,1
DH000588,PET000588,CL000122,34.02,Cancelled,2025-05-15,2025-05-16,Open,,,,1
DH000589,PET000589,CL000174,37.45,Cancelled,2025-05-15,2025-05-16,Open,,,,1
DH000590,PET000590,CL000033,65.03,Void,2025-05-15,2025-05-16,Open,,,,1
DH000591,PET000591,CL000119,78.43,Cancelled,2025-05-15,2025-05-16,Open,,,,1
DH000592,PET000592,CL000022,38.18,Void,2025-05-15,2025-05-16,Open,,,,1
DH000593,PET000593,CL000155,36.94,Cancelled,2025-05-15,2025-05-16,Open,,,,1
DH000594,PET000594,CL000191,74.34,Void,2025-05-15,2025-05-16,Open,,,,1
DH000595,PET000595,CL000005,59.42,Void,2025-05-15,2025-05-16,Open,,,,1
DH000596,PET000596,CL000198,28.96,Void,2025-05-15,2025-05-16,Open,,,,1
DH000597,PET000597,CL000052,43.18,Void,2025-05-15,2025-05-16,Open,,,,1
DH000598,PET000598,CL000142,107.41,Cancelled,2025-05-15,2025-05-16,Open,,,,1
DH000599,PET000599,CL000069,70.86,Cancelled,2025-05-15,2025-05-16,Open,,,,1
DH000600,PET000600,CL000089,30.31,Cancelled,2025-05-15,2025-05-16,Open,,,,1
DH000601,PET000601,CL000173,68.02,Cancelled,2025-05-15,2025-05-16,Open,,,,1
DH000602,PET000602,CL000041,55.05,Void,2025-05-15,2025-05-16,Open,,,,1
DH000603,PET000603,CL000045,94.72,Cancelled,2025-05-15,2025-05-16,Open,,,,1
DH000604,PET000604,CL000012,77.86,Cancelled,2025-05-15,2025-05-16,Open,,,,1
DH000605,PET000605,CL000194,1.51,Cancelled,2025-05-15,2025-05-16,Open,,,,1
DH000606,PET000606,CL000187,27.67,Cancelled,2025-05-15,2025-05-16,Open,,,,1
DH000607,PET000607,CL000197,8.43,Cancelled,2025-05-15,2025-05-16,Open,,,,1
DH000608,PET000608,CL000193,71.09,Void,2025-05-15,2025-05-16,Open,,,,1
DH000609,PET000609,CL000114,0.59,Void,2025-05-15,2025-05-16,Open,,,,1
DH000610,PET000610,CL000170,130.2,Void,2025-05-15,2025-05-16,Open,,,,1
DH000611,PET000611,CL000081,101.59,Cancelled,2025-05-15,2025-05-16,Open,,,,1
DH000612,PET000612,CL000114,94.38,Cancelled,2025-05-15,2025-05-16,Open,,,,1
DH000613,PET000613,CL000134,156.79,Void,2025-05-15,2025-05-16,Open,,,,1
DH000614,PET000614,CL000078,99.35,Void,2025-05-15,2025-05-16,Open,,,,1
DH000615,PET000615,CL000002,49.32,Cancelled,2025-05-15,2025-05-16,Open,,,,1
DH000616,PET000616,CL000183,39.5,Cancelled,2025-05-15,2025-05-16,Open,,,,1
DH000617,PET000617,CL000109,73.82,Void,2025-05-15,2025-05-16,Open,,,,1
DH000618,PET000618,CL000177,197.91,Cancelled,2025-05-15,2025-05-16,Open,,,,1
DH000619,PET000619,CL000178,28.94,Cancelled,2025-05-15,2025-05-16,Open,,,,1
DH000620,PET000620,CL000011,14.72,Cancelled,2025-05-15,2025-05-16,Open,,,,1
DH000621,PET000621,CL000056,39.59,Cancelled,2025-05-15,2025-05-16,Open,,,,1
DH000622,PET000622,CL000185,56.65,Void,2025-05-15,2025-05-16,Open,,,,1
DH000623,PET000623,CL000100,25.82,Void,2025-05-15,2025-05-16,Open,,,,1
DH000624,PET000624,CL000182,35.81,Void,2025-05-15,2025-05-16,Open,,,,1
DH000625,PET000625,CL000005,9.39,Cancelled,2025-05-15,2025-05-16,Open,,,,1
DH000626,PET000626,CL000006,17.23,Void,2025-05-15,2025-05-16,Open,,,,1
DH000627,PET000627,CL000197,3.41,Cancelled,2025-05-15,2025-05-16,Open,,,,1
DH000628,PET000628,CL000083,47.66,Void,2025-05-15,2025-05-16,Open,,,,1
DH000629,PET000629,CL000119,12.63,Cancelled,2025-05-15,2025-05-16,Open,,,,1
DH000630,PET000630,CL000167,65.24,Void,2025-05-15,2025-05-16,Open,,,,1
DH000631,PET000631,CL000143,10.05,Void,2025-05-15,2025-05-16,Open,,,,1
DH000632,PET000632,CL000090,60.65,Cancelled,2025-05-15,2025-05-16,Open,,,,1
DH000633,PET000633,CL000072,60.55,Void,2025-05-15,2025-05-16,Open,,,,1
DH000634,PET000634,CL000083,28.4,Cancelled,2025-05-15,2025-05-16,Open,,,,1
DH000635,PET000635,CL000173,32.24,Cancelled,2025-05-15,2025-05-16,Open,,,,1
DH000636,PET000636,CL000172,14.95,Void,2025-05-15,2025-05-16,Open,,,,1
DH000637,PET000637,CL000095,188.92,Void,2025-05-15,2025-05-16,Open,,,,1
DH000638,PET000638,CL000127,107.37,Void,2025-05-15,2025-05-16,Open,,,,1
DH000639,PET000639,CL000129,32.08,Cancelled,2025-05-15,2025-05-16,Open,,,,1
DH000640,PET000640,CL000059,86.45,Cancelled,2025-05-15,2025-05-16,Open,,,,1
DH000641,PET000641,CL000173,110.38,Cancelled,2025-05-15,2025-05-16,Open,,,,1
DH000642,PET000642,CL000185,21.12,Cancelled,2025-05-15,2025-05-16,Open,,,,1
DH000643,PET000643,CL000109,283.4,Cancelled,2025-05-15,2025-05-16,Open,,,,1
DH000644,PET000644,CL000065,28.95,Void,2025-05-15,2025-05-16,Open,,,,1
DH000455,PET000455,CL000122,5.05,Cancelled,2025-04-15,2025-05-23,Completed,2025-05-20,DH001,Refund Processed,35
DH000456,PET000456,CL000019,76.64,Void,2025-04-15,2025-05-23,Completed,2025-05-21,DH001,Refund Already Processed,36
DH000457,PET000457,CL000152,49.21,Cancelled,2025-04-15,2025-05-23,Completed,2025-05-21,DH001,Refund Processed,36
DH000458,PET000458,CL000030,28.52,Void,2025-04-15,2025-05-23,Completed,2025-05-20,DH001,No Refund Due,35
DH000459,PET000459,CL000198,66.38,Void,2025-04-15,2025-05-23,Completed,2025-05-19,DH001,Refund Processed,34
DH000460,PET000460,CL000038,72.65,Void,2025-04-15,2025-05-23,Completed,2025-05-22,DH001,Refund Processed,37
DH000461,PET000461,CL000184,168.86,Void,2025-04-15,2025-05-23,Completed,2025-05-21,DH001,Refund Already Processed,36
DH000462,PET000462,CL000001,91.04,Cancelled,2025-04-15,2025-05-23,Completed,2025-05-21,DH001,Refund Processed,36
DH000463,PET000463,CL000098,18.46,Void,2025-04-15,2025-05-23,Completed,2025-05-22,DH001,Refund Processed,37
DH000464,PET000464,CL000005,8.91,Void,2025-04-15,2025-05-23,Completed,2025-05-20,DH001,Refund Processed,35
DH000465,PET000465,CL000109,72.73,Cancelled,2025-04-15,2025-05-23,Completed,2025-05-21,DH001,Refund Processed,36
DH000466,PET000466,CL000069,31.85,Cancelled,2025-04-15,2025-05-23,Completed,2025-05-21,DH002,Refund Processed,36
DH000467,PET000467,CL000193,73.25,Cancelled,2025-04-15,2025-05-23,Completed,2025-05-21,DH002,Refund Processed,36
DH000468,PET000468,CL000088,10.44,Void,2025-05-15,2025-05-23,Completed,2025-05-22,DH002,Refund Processed,7
DH000469,PET000469,CL000153,86.35,Cancelled,2025-05-15,2025-05-23,Completed,2025-05-21,DH001,No Refund Due,6
DH000470,PET000470,CL000007,13.31,Cancelled,2025-05-15,2025-05-23,Completed,2025-05-19,DH001,Refund Processed,4
DH000471,PET000471,CL000190,27.87,Void,2025-05-15,2025-05-23,Completed,2025-05-19,DH001,Refund Processed,4
DH000472,PET000472,CL000038,42.87,Cancelled,2025-05-15,2025-05-23,Completed,2025-05-20,DH002,Refund Processed,5
DH000473,PET000473,CL000089,3.01,Cancelled,2025-05-15,2025-05-23,Completed,2025-05-22,DH002,Refund Processed,7
DH000474,PET000474,CL000175,73.73,Cancelled,2025-05-15,2025-05-23,Completed,2025-05-23,DH001,Refund Processed,8
DH000475,PET000475,CL000137,97.81,Cancelled,2025-05-15,2025-05-23,Completed,2025-05-22,DH001,Refund Processed,7
DH000476,PET000476,CL000192,36.88,Cancelled,2025-05-15,2025-05-23,Completed,2025-05-23,DH001,Refund Processed,8
DH000477,PET000477,CL000135,4.74,Cancelled,2025-05-15,2025-05-23,Completed,2025-05-21,DH001,Refund Processed,6
DH000478,PET000478,CL000032,56.01,Void,2025-05-15,2025-05-23,Completed,2025-05-21,DH001,Refund Processed,6
DH000479,PET000479,CL000020,96.14,Cancelled,2025-05-15,2025-05-23,Completed,2025-05-21,DH001,Refund Processed,6
DH000480,PET000480,CL000016,42.51,Cancelled,2025-05-15,2025-05-23,Completed,2025-05-20,DH001,Refund Processed,5
DH000481,PET000481,CL000165,4.7,Cancelled,2025-05-15,2025-05-23,Completed,2025-05-23,DH002,No Refund Due,8
DH000482,PET000482,CL000001,232.92,Void,2025-05-15,2025-05-23,Completed,2025-05-23,DH001,Refund Processed,8
DH000483,PET000483,CL000200,53.51,Cancelled,2025-05-15,2025-05-23,Completed,2025-05-19,DH001,Refund Processed,4
DH000484,PET000484,CL000015,97.94,Cancelled,2025-05-15,2025-05-23,Completed,2025-05-22,DH002,Refund Processed,7
DH000485,PET000485,CL000099,64.95,Void,2025-05-15,2025-05-23,Completed,2025-05-21,DH001,Refund Processed,6
DH000486,PET000486,CL000007,79.65,Void,2025-05-15,2025-05-23,Completed,2025-05-19,DH001,Refund Processed,4
DH000487,PET000487,CL000015,38.84,Void,2025-05-15,2025-05-23,Completed,2025-05-19,DH001,No Refund Due,4
DH000488,PET000488,CL000060,107.39,Cancelled,2025-05-15,2025-05-23,Completed,2025-05-19,DH001,Refund Processed,4
DH000489,PET000489,CL000025,16.84,Void,2025-05-15,2025-05-23,Completed,2025-05-23,DH001,Refund Processed,8
DH000490,PET000490,CL000189,66.22,Void,2025-05-15,2025-05-23,Completed,2025-05-22,DH001,Refund Processed,7
DH000491,PET000491,CL000086,3.1,Void,2025-05-15,2025-05-23,Completed,2025-05-23,DH001,Refund Processed,8
DH000492,PET000492,CL000157,16.32,Void,2025-05-15,2025-05-23,Completed,2025-05-20,DH002,Refund Processed,5
DH000493,PET000493,CL000178,88.63,Cancelled,2025-05-15,2025-05-23,Completed,2025-05-19,DH002,Refund Processed,4
DH000494,PET000494,CL000047,80.61,Cancelled,2025-05-15,2025-05-23,Awaiting Other Department,,,,8
DH000495,PET000495,CL000159,40.45,Cancelled,2025-05-15,2025-05-23,Completed,2025-05-19,DH001,No Refund Due,4
DH000496,PET000496,CL000122,16.4,Cancelled,2025-05-15,2025-05-23,Completed,2025-05-22,DH002,Refund Processed,7
DH000497,PET000497,CL000027,96.24,Void,2025-05-15,2025-05-23,Completed,2025-05-21,DH001,Refund Processed,6
DH000498,PET000498,CL000051,94.92,Void,2025-05-15,2025-05-23,Completed,2025-05-21,DH001,Refund Processed,6
DH000499,PET000499,CL000125,4.64,Cancelled,2025-05-15,2025-05-23,Completed,2025-05-21,DH001,Refund Processed,6
DH000500,PET000500,CL000009,52.99,Cancelled,2025-05-15,2025-05-23,Completed,2025-05-21,DH001,Refund Already Processed,6
DH000501,PET000501,CL000044,32.11,Void,2025-05-15,2025-05-23,Completed,2025-05-22,DH001,No Refund Due,7
DH000502,PET000502,CL000064,27.38,Cancelled,2025-05-15,2025-05-23,Completed,2025-05-23,DH002,Refund Processed,8
DH000503,PET000503,CL000109,29.18,Cancelled,2025-05-15,2025-05-23,Completed,2025-05-19,DH001,Refund Processed,4
DH000504,PET000504,CL000034,19.57,Cancelled,2025-05-15,2025-05-23,Completed,2025-05-20,DH002,No Refund Due,5
DH000505,PET000505,CL000119,93.71,Void,2025-05-15,2025-05-23,Completed,2025-05-20,DH001,Refund Processed,5
DH000506,PET000506,CL000009,40.12,Cancelled,2025-05-15,2025-05-23,Completed,2025-05-23,DH001,No Refund Due,8
DH000507,PET000507,CL000015,46.4,Cancelled,2025-05-15,2025-05-23,Completed,2025-05-20,DH001,Refund Processed,5
DH000508,PET000508,CL000053,3.68,Cancelled,2025-05-15,2025-05-23,Completed,2025-05-20,DH001,No Refund Due,5
DH000509,PET000509,CL000129,63.86,Cancelled,2025-05-15,2025-05-23,Completed,2025-05-21,DH002,Refund Processed,6
DH000510,PET000510,CL000095,97.27,Void,2025-05-15,2025-05-23,Completed,2025-05-20,DH002,No Refund Due,5
DH000511,PET000511,CL000074,115.4,Cancelled,2025-05-15,2025-05-23,Completed,2025-05-20,DH001,Refund Processed,5
DH000512,PET000512,CL000034,26.81,Void,2025-05-15,2025-05-23,Completed,2025-05-19,DH001,Refund Processed,4
DH000513,PET000513,CL000149,35.85,Cancelled,2025-05-15,2025-05-23,Completed,2025-05-21,DH001,Refund Processed,6
DH000514,PET000514,CL000059,48.83,Cancelled,2025-05-15,2025-05-23,Completed,2025-05-20,DH001,Refund Processed,5
DH000515,PET000515,CL000045,84.65,Cancelled,2025-05-15,2025-05-23,Completed,2025-05-19,DH001,Refund Processed,4
DH000516,PET000516,CL000144,83.28,Cancelled,2025-05-15,2025-05-23,Completed,2025-05-19,DH001,Refund Processed,4
DH000517,PET000517,CL000118,131.22,Cancelled,2025-05-15,2025-05-23,Completed,2025-05-22,DH001,No Refund Due,7
DH000518,PET000518,CL000194,214.75,Cancelled,2025-05-15,2025-05-23,Completed,2025-05-22,DH001,Refund Processed,7
DH000519,PET000519,CL000142,0.74,Cancelled,2025-05-15,2025-05-23,Completed,2025-05-21,DH001,Refund Processed,6
DH000520,PET000520,CL000197,10.91,Cancelled,2025-05-15,2025-05-23,Completed,2025-05-19,DH001,Refund Processed,4
DH000521,PET000521,CL000093,38.64,Cancelled,2025-05-15,2025-05-23,Completed,2025-05-20,DH002,Refund Processed,5
DH000522,PET000522,CL000190,260.74,Cancelled,2025-05-15,2025-05-23,Completed,2025-05-19,DH001,Refund Processed,4
DH000523,PET000523,CL000135,113.23,Void,2025-05-15,2025-05-23,Completed,2025-05-23,DH001,Refund Processed,8
DH000524,PET000524,CL000194,139.86,Void,2025-05-15,2025-05-23,Completed,2025-05-19,DH001,Refund Processed,4
DH000525,PET000525,CL000190,11.08,Cancelled,2025-05-15,2025-05-23,Completed,2025-05-22,DH002,Refund Processed,7
DH000526,PET000526,CL000177,51.43,Cancelled,2025-05-15,2025-05-23,Completed,2025-05-22,DH001,Refund Processed,7
DH000527,PET000527,CL000122,263.66,Cancelled,2025-05-15,2025-05-23,Completed,2025-05-22,DH001,No Refund Due,7
DH000528,PET000528,CL000092,20.91,Void,2025-05-15,2025-05-23,Completed,2025-05-19,DH001,Refund Processed,4
DH000529,PET000529,CL000025,16.69,Cancelled,2025-05-15,2025-05-23,Completed,2025-05-20,DH001,Refund Processed,5
DH000530,PET000530,CL000037,5.42,Cancelled,2025-05-15,2025-05-23,Completed,2025-05-21,DH001,Refund Processed,6
DH000531,PET000531,CL000158,97.63,Void,2025-05-15,2025-05-23,Completed,2025-05-23,DH001,Refund Processed,8
DH000532,PET000532,CL000090,24.51,Cancelled,2025-05-15,2025-05-23,Completed,2025-05-21,DH001,Refund Processed,6
DH000533,PET000533,CL000178,2.65,Void,2025-05-15,2025-05-23,Completed,2025-05-23,DH001,Refund Processed,8
DH000534,PET000534,CL000169,12.38,Cancelled,2025-05-15,2025-05-23,Completed,2025-05-22,DH001,Refund Processed,7
DH000535,PET000535,CL000052,24.07,Void,2025-05-15,2025-05-23,Completed,2025-05-22,DH001,Refund Processed,7
DH000536,PET000536,CL000018,5.99,Void,2025-05-15,2025-05-23,Completed,2025-05-19,DH002,Refund Processed,4
DH000537,PET000537,CL000055,270.26,Cancelled,2025-05-15,2025-05-23,Completed,2025-05-23,DH001,Refund Processed,8
DH000538,PET000538,CL000029,65.72,Cancelled,2025-05-15,2025-05-23,Completed,2025-05-20,DH001,Refund Processed,5
DH000539,PET000539,CL000073,39.45,Void,2025-05-15,2025-05-23,Completed,2025-05-20,DH001,Refund Processed,5
DH000540,PET000540,CL000122,173.49,Cancelled,2025-05-15,2025-05-23,Completed,2025-05-22,DH001,Refund Processed,7
DH000541,PET000541,CL000027,94.62,Void,2025-05-15,2025-05-23,Completed,2025-05-19,DH001,Refund Processed,4
DH000542,PET000542,CL000149,40.25,Cancelled,2025-05-15,2025-05-23,Completed,2025-05-21,DH001,Refund Processed,6
DH000543,PET000543,CL000038,55.41,Cancelled,2025-05-15,2025-05-23,Completed,2025-05-21,DH002,No Refund Due,6
DH000544,PET000544,CL000098,66.35,Cancelled,2025-05-15,2025-05-23,Completed,2025-05-22,DH001,Refund Processed,7
DH000545,PET000545,CL000067,42.38,Cancelled,2025-05-15,2025-05-23,Completed,2025-05-19,DH001,Refund Processed,4
DH000546,PET000546,CL000143,88.97,Cancelled,2025-05-15,2025-05-23,Completed,2025-05-19,DH001,Refund Processed,4
DH000547,PET000547,CL000142,78.61,Void,2025-05-15,2025-05-23,Completed,2025-05-21,DH002,No Refund Due,6
DH000548,PET000548,CL000083,6.11,Cancelled,2025-05-15,2025-05-23,Completed,2025-05-23,DH002,Refund Processed,8
DH000549,PET000549,CL000092,12.27,Void,2025-05-15,2025-05-23,Completed,2025-05-23,DH001,Refund Processed,8
DH000550,PET000550,CL000010,44.54,Cancelled,2025-05-15,2025-05-23,Completed,2025-05-19,DH001,Refund Processed,4
DH000551,PET000551,CL000100,13.92,Cancelled,2025-05-15,2025-05-23,Completed,2025-05-22,DH002,Refund Processed,7
DH000552,PET000552,CL000020,76.8,Cancelled,2025-05-15,2025-05-23,Completed,2025-05-19,DH002,Refund Processed,4
DH000553,PET000553,CL000152,12.7,Cancelled,2025-05-15,2025-05-23,Completed,2025-05-23,DH001,Refund Already Processed,8
DH000554,PET000554,CL000111,65.67,Void,2025-05-15,2025-05-23,Completed,2025-05-23,DH001,Refund Processed,8
DH000555,PET000555,CL000128,48.49,Void,2025-05-15,2025-05-23,Completed,2025-05-22,DH001,Refund Processed,7
DH000556,PET000556,CL000119,1.93,Void,2025-05-15,2025-05-23,Completed,2025-05-19,DH001,Refund Processed,4
DH000557,PET000557,CL000074,62.83,Cancelled,2025-05-15,2025-05-23,Completed,2025-05-23,DH001,Refund Processed,8
DH000558,PET000558,CL000112,46.23,Cancelled,2025-05-15,2025-05-23,Completed,2025-05-21,DH001,No Refund Due,6
DH000559,PET000559,CL000125,52.78,Void,2025-05-15,2025-05-23,Completed,2025-05-23,DH002,Refund Processed,8
DH000560,PET000560,CL000024,43.59,Void,2025-05-15,2025-05-23,Completed,2025-05-23,DH001,Refund Processed,8
DH000561,PET000561,CL000024,14.9,Void,2025-05-15,2025-05-23,Completed,2025-05-23,DH001,Refund Processed,8
DH000562,PET000562,CL000028,48.8,Cancelled,2025-05-15,2025-05-23,Completed,2025-05-21,DH001,Refund Processed,6
DH000563,PET000563,CL000064,275.89,Void,2025-05-15,2025-05-23,Completed,2025-05-21,DH001,Refund Processed,6
DH000564,PET000564,CL000190,97.04,Cancelled,2025-05-15,2025-05-23,Completed,2025-05-21,DH002,Refund Processed,6
DH000565,PET000565,CL000176,8.74,Void,2025-05-15,2025-05-23,Completed,2025-05-21,DH001,No Refund Due,6
DH000566,PET000566,CL000194,18.42,Cancelled,2025-05-15,2025-05-23,Completed,2025-05-23,DH001,Refund Already Processed,8
DH000567,PET000567,CL000126,26.52,Cancelled,2025-05-15,2025-05-23,Completed,2025-05-19,DH001,Refund Processed,4
DH000568,PET000568,CL000141,72.67,Cancelled,2025-05-15,2025-05-23,Completed,2025-05-23,DH001,Refund Processed,8
DH000569,PET000569,CL000081,14.44,Void,2025-05-15,2025-05-23,Completed,2025-05-22,DH001,Refund Processed,7
DH000570,PET000570,CL000123,56.68,Cancelled,2025-05-15,2025-05-23,Completed,2025-05-20,DH001,Refund Processed,5
DH000571,PET000571,CL000147,47.92,Void,2025-05-15,2025-05-23,Completed,2025-05-21,DH001,No Refund Due,6
DH000572,PET000572,CL000044,6.37,Void,2025-05-15,2025-05-23,Completed,2025-05-19,DH002,Refund Processed,4
DH000573,PET000573,CL000117,74.71,Cancelled,2025-05-15,2025-05-23,Completed,2025-05-20,DH001,Refund Processed,5
DH000574,PET000574,CL000056,156.6,Void,2025-05-15,2025-05-23,Completed,2025-05-23,DH001,Refund Processed,8
DH000575,PET000575,CL000150,72.91,Cancelled,2025-05-15,2025-05-23,Open,,,,8
DH000576,PET000576,CL000066,5.79,Cancelled,2025-05-15,2025-05-23,Open,,,,8
DH000577,PET000577,CL000034,211.92,Void,2025-05-15,2025-05-23,Open,,,,8
DH000578,PET000578,CL000136,20.42,Void,2025-05-15,2025-05-23,Open,,,,8
DH000579,PET000579,CL000195,203.4,Cancelled,2025-05-15,2025-05-23,Open,,,,8
DH000580,PET000580,CL000049,2.68,Void,2025-05-15,2025-05-23,Open,,,,8
DH000581,PET000581,CL000182,28.32,Cancelled,2025-05-15,2025-05-23,Open,,,,8
DH000582,PET000582,CL000145,79.29,Cancelled,2025-05-15,2025-05-23,Open,,,,8
DH000583,PET000583,CL000007,49.25,Cancelled,2025-05-15,2025-05-23,Open,,,,8
DH000584,PET000584,CL000069,10.24,Void,2025-05-15,2025-05-23,Open,,,,8
DH000585,PET000585,CL000034,11.96,Cancelled,2025-05-15,2025-05-23,Open,,,,8
DH000586,PET000586,CL000198,54.47,Void,2025-05-15,2025-05-23,Open,,,,8
DH000587,PET000587,CL000111,96.09,Void,2025-05-15,2025-05-23,Open,,,,8
DH000588,PET000588,CL000122,34.02,Cancelled,2025-05-15,2025-05-23,Open,,,,8
DH000589,PET000589,CL000174,37.45,Cancelled,2025-05-15,2025-05-23,Open,,,,8
DH000590,PET000590,CL000033,65.03,Void,2025-05-15,2025-05-23,Open,,,,8
DH000591,PET000591,CL000119,78.43,Cancelled,2025-05-15,2025-05-23,Open,,,,8
DH000592,PET000592,CL000022,38.18,Void,2025-05-15,2025-05-23,Open,,,,8
DH000593,PET000593,CL000155,36.94,Cancelled,2025-05-15,2025-05-23,Open,,,,8
DH000594,PET000594,CL000191,74.34,Void,2025-05-15,2025-05-23,Open,,,,8
DH000595,PET000595,CL000005,59.42,Void,2025-05-15,2025-05-23,Open,,,,8
DH000596,PET000596,CL000198,28.96,Void,2025-05-15,2025-05-23,Open,,,,8
DH000597,PET000597,CL000052,43.18,Void,2025-05-15,2025-05-23,Open,,,,8
DH000598,PET000598,CL000142,107.41,Cancelled,2025-05-15,2025-05-23,Open,,,,8
DH000599,PET000599,CL000069,70.86,Cancelled,2025-05-15,2025-05-23,Open,,,,8
DH000600,PET000600,CL000089,30.31,Cancelled,2025-05-15,2025-05-23,Open,,,,8
DH000601,PET000601,CL000173,68.02,Cancelled,2025-05-15,2025-05-23,Open,,,,8
DH000602,PET000602,CL000041,55.05,Void,2025-05-15,2025-05-23,Open,,,,8
DH000603,PET000603,CL000045,94.72,Cancelled,2025-05-15,2025-05-23,Open,,,,8
DH000604,PET000604,CL000012,77.86,Cancelled,2025-05-15,2025-05-23,Open,,,,8
DH000605,PET000605,CL000194,1.51,Cancelled,2025-05-15,2025-05-23,Open,,,,8
DH000606,PET000606,CL000187,27.67,Cancelled,2025-05-15,2025-05-23,Open,,,,8
DH000607,PET000607,CL000197,8.43,Cancelled,2025-05-15,2025-05-23,Open,,,,8
DH000608,PET000608,CL000193,71.09,Void,2025-05-15,2025-05-23,Open,,,,8
DH000609,PET000609,CL000114,0.59,Void,2025-05-15,2025-05-23,Open,,,,8
DH000610,PET000610,CL000170,130.2,Void,2025-05-15,2025-05-23,Open,,,,8
DH000611,PET000611,CL000081,101.59,Cancelled,2025-05-15,2025-05-23,Open,,,,8
DH000612,PET000612,CL000114,94.38,Cancelled,2025-05-15,2025-05-23,Open,,,,8
DH000613,PET000613,CL000134,156.79,Void,2025-05-15,2025-05-23,Open,,,,8
DH000614,PET000614,CL000078,99.35,Void,2025-05-15,2025-05-23,Open,,,,8
DH000615,PET000615,CL000002,49.32,Cancelled,2025-05-15,2025-05-23,Open,,,,8
DH000616,PET000616,CL000183,39.5,Cancelled,2025-05-15,2025-05-23,Open,,,,8
DH000617,PET000617,CL000109,73.82,Void,2025-05-15,2025-05-23,Open,,,,8
DH000618,PET000618,CL000177,197.91,Cancelled,2025-05-15,2025-05-23,Open,,,,8
DH000619,PET000619,CL000178,28.94,Cancelled,2025-05-15,2025-05-23,Open,,,,8
